date,open,high,close,low,vol,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2011-09-02,6.060,6.110,5.980,5.970,13478.58,-1.65,6.100,6.133,6.130,13803.38,14992.55,19087.23,0.43
2011-09-05,5.980,5.980,5.860,5.860,10863.62,-2.01,6.034,6.115,6.100,13233.36,15049.54,18751.75,0.34
2011-09-06,5.850,5.920,5.870,5.840,9328.52,0.17,5.976,6.088,6.097,12048.63,14511.75,17444.73,0.29
2011-09-07,5.890,5.990,5.980,5.890,14928.40,1.87,5.954,6.075,6.102,11596.87,14934.25,17206.87,0.47
2011-09-08,6.020,6.040,5.950,5.950,11152.53,-0.50,5.928,6.043,6.100,11950.33,13370.55,16936.80,0.35
2011-09-09,5.990,6.030,5.960,5.930,8912.14,0.17,5.924,6.012,6.088,11037.04,12420.21,15747.05,0.28
2011-09-13,5.890,5.890,5.840,5.790,11071.98,-2.01,5.920,5.977,6.067,11078.71,12156.04,14527.88,0.35
2011-09-14,5.860,5.950,5.940,5.760,10106.79,1.71,5.934,5.955,6.052,11234.37,11641.50,13491.08,0.32
2011-09-15,5.910,5.990,5.920,5.910,10931.66,-0.34,5.922,5.938,6.038,10435.02,11015.95,13290.16,0.35
2011-09-19,5.930,5.930,5.710,5.700,14559.42,-3.55,5.874,5.901,6.019,11116.40,11533.36,13159.64,0.46
2011-09-20,5.710,5.830,5.780,5.690,11616.66,1.23,5.838,5.881,6.007,11657.30,11347.17,13169.86,0.37
2011-09-21,5.790,5.960,5.950,5.750,16208.12,2.94,5.860,5.890,6.003,12684.53,11881.62,13465.58,0.51
2011-09-22,5.920,5.940,5.790,5.770,11380.65,-2.69,5.830,5.882,5.985,12939.30,12086.83,13299.29,0.36
2011-09-23,5.700,5.790,5.760,5.670,11187.49,-0.52,5.798,5.860,5.968,12990.47,11712.74,13323.50,0.35
2011-09-26,5.720,5.800,5.680,5.670,9883.52,-1.39,5.792,5.833,5.938,12055.29,11585.84,12478.20,0.31
2011-09-27,5.700,5.820,5.770,5.700,14570.02,1.58,5.790,5.814,5.913,12645.96,12151.63,12285.92,0.46
2011-09-28,5.860,5.860,5.590,5.560,17196.61,-3.12,5.718,5.789,5.883,12843.66,12764.09,12460.07,0.54
2011-09-29,5.590,5.620,5.420,5.360,19548.50,-3.04,5.644,5.737,5.846,14477.23,13708.27,12674.88,0.62
2011-09-30,5.420,5.500,5.440,5.320,7765.29,0.37,5.580,5.689,5.814,13792.79,13391.63,12203.79,0.25
2011-10-10,5.440,5.490,5.370,5.360,7926.00,-1.29,5.518,5.655,5.778,13401.28,12728.29,12130.83,0.25
2011-10-11,5.500,5.540,5.400,5.370,10828.89,0.56,5.444,5.617,5.749,12653.06,12649.51,11998.34,0.34
2011-10-12,5.380,5.590,5.560,5.310,17674.82,2.96,5.438,5.578,5.734,12748.70,12796.18,12338.90,0.56
2011-10-13,5.560,5.650,5.640,5.560,17720.92,1.44,5.482,5.563,5.723,12383.18,13430.21,12758.52,0.56
2011-10-14,5.640,5.640,5.580,5.530,10825.97,-1.06,5.510,5.545,5.703,12995.32,13394.05,12553.40,0.34
2011-10-17,5.610,5.720,5.640,5.600,20458.99,1.07,5.564,5.541,5.687,15501.92,14451.60,13018.72,0.65
2011-10-18,5.620,5.620,5.450,5.440,12991.99,-3.37,5.574,5.509,5.662,15934.54,14293.80,13222.71,0.41
2011-10-19,5.490,5.550,5.450,5.420,6839.84,0.00,5.552,5.495,5.642,13767.54,13258.12,13011.11,0.22
2011-10-20,5.450,5.460,5.220,5.190,14105.17,-4.22,5.468,5.475,5.606,13044.39,12713.79,13211.03,0.45
2011-10-21,5.220,5.360,5.320,5.130,23030.83,1.92,5.416,5.463,5.576,15485.36,14240.34,13815.98,0.73
2011-10-24,5.290,5.380,5.370,5.200,15966.86,0.94,5.362,5.463,5.559,14586.94,15044.43,13886.36,0.50
2011-10-25,5.370,5.490,5.480,5.280,19364.28,2.05,5.368,5.471,5.544,15861.40,15897.97,14273.74,0.61
2011-10-26,5.450,5.570,5.520,5.420,22327.82,0.73,5.382,5.467,5.523,18958.99,16363.27,14579.72,0.71
2011-10-27,5.520,5.580,5.480,5.430,17511.48,-0.72,5.434,5.451,5.507,19640.25,16342.32,14886.26,0.55
2011-10-28,5.530,5.660,5.660,5.520,30595.27,3.29,5.502,5.459,5.502,21153.14,18319.25,15856.65,0.97
2011-10-31,5.680,5.830,5.750,5.670,45004.50,1.59,5.578,5.470,5.506,26960.67,20773.80,17612.70,1.42
2011-11-01,5.690,5.880,5.730,5.670,35151.67,-0.35,5.628,5.498,5.504,30118.15,22989.77,18641.78,1.11
2011-11-02,5.600,5.750,5.750,5.530,31278.91,0.35,5.674,5.528,5.512,31908.37,25433.68,19345.90,0.99
2011-11-03,5.770,5.850,5.780,5.720,46394.79,0.52,5.734,5.584,5.530,37685.03,28662.64,20688.21,1.47
2011-11-07,5.790,5.820,5.710,5.690,28944.36,-1.21,5.744,5.623,5.543,37354.85,29253.99,21747.17,0.92
2011-11-08,5.690,5.750,5.600,5.590,23464.59,-1.93,5.714,5.646,5.555,33046.86,30003.77,22524.10,0.74
2011-11-09,5.610,5.700,5.700,5.520,24699.51,1.79,5.708,5.668,5.570,30956.43,30537.29,23217.63,0.78
2011-11-10,5.610,5.780,5.650,5.600,26810.26,-0.88,5.688,5.681,5.574,30062.70,30985.53,23674.40,0.85
2011-11-11,5.670,5.740,5.680,5.630,20995.58,0.53,5.668,5.701,5.576,24982.86,31333.94,23838.13,0.66
2011-11-14,5.720,5.830,5.820,5.720,25765.84,2.46,5.690,5.717,5.588,24347.16,30851.00,24585.13,0.81
2011-11-15,5.830,5.950,5.910,5.800,39214.21,1.55,5.752,5.733,5.602,27497.08,30271.97,25522.89,1.24
2011-11-16,5.910,5.950,5.730,5.680,33794.46,-3.05,5.758,5.733,5.616,29316.07,30136.25,26563.01,1.07
2011-11-17,5.780,5.810,5.740,5.720,16293.94,0.17,5.776,5.732,5.630,27212.81,28637.75,27035.72,0.52
2011-11-18,5.700,5.740,5.530,5.510,25017.94,-3.66,5.746,5.707,5.646,28017.28,26500.07,27581.35,0.79
2011-11-21,5.530,5.610,5.570,5.500,10726.26,0.72,5.696,5.693,5.658,25009.36,24678.26,26966.13,0.34
2011-11-22,5.500,5.640,5.640,5.490,13633.32,1.26,5.642,5.697,5.672,19893.18,23695.13,26849.45,0.43
2011-11-23,5.620,5.680,5.540,5.520,12197.57,-1.77,5.604,5.681,5.675,15573.81,22444.94,26491.11,0.39
2011-11-24,5.520,5.520,5.470,5.410,11829.09,-1.26,5.550,5.663,5.672,14680.84,20946.82,25966.18,0.37
2011-11-25,5.450,5.520,5.400,5.390,9128.05,-1.28,5.524,5.635,5.668,11502.86,19760.07,25547.01,0.29
2011-11-28,5.400,5.490,5.450,5.400,8030.12,0.93,5.500,5.598,5.658,10963.63,17986.50,24418.75,0.25
2011-11-29,5.490,5.580,5.570,5.480,13337.55,2.20,5.486,5.564,5.649,10904.48,15398.83,22835.40,0.42
2011-11-30,5.510,5.570,5.290,5.230,19066.21,-5.03,5.436,5.520,5.627,12278.20,13926.01,22031.13,0.60
2011-12-01,5.450,5.530,5.420,5.390,16426.51,2.46,5.426,5.488,5.610,13197.69,13939.26,21288.51,0.52
2011-12-02,5.410,5.450,5.340,5.300,10627.83,-1.48,5.414,5.469,5.588,13497.64,12500.25,19500.16,0.34
2011-12-05,5.340,5.400,5.300,5.260,11428.70,-0.75,5.384,5.442,5.568,14177.36,12570.50,18624.38,0.36
2011-12-06,5.300,5.390,5.320,5.240,9555.84,0.38,5.334,5.410,5.554,13421.02,12162.75,17928.94,0.30
2011-12-07,5.320,5.500,5.440,5.320,18622.23,2.26,5.364,5.400,5.541,13332.22,12805.21,17625.08,0.59
2011-12-08,5.400,5.490,5.440,5.350,12407.23,0.00,5.368,5.397,5.530,12528.37,12863.03,16904.92,0.39
2011-12-09,5.390,5.580,5.560,5.390,23160.67,2.21,5.412,5.413,5.524,15034.93,14266.29,17013.18,0.73
2011-12-12,5.580,5.620,5.510,5.490,16906.72,-0.90,5.454,5.419,5.509,16130.54,15153.95,16570.22,0.53
2011-12-13,5.540,5.540,5.320,5.270,20025.01,-3.45,5.454,5.394,5.479,18224.37,15822.69,15610.76,0.63
2011-12-14,5.310,5.370,5.250,5.160,12826.24,-1.32,5.416,5.390,5.455,17065.17,15198.70,14562.35,0.41
2011-12-15,5.260,5.260,5.160,5.070,13175.32,-1.71,5.360,5.364,5.426,17218.79,14873.58,14406.42,0.42
2011-12-16,5.160,5.480,5.460,5.160,24118.46,5.81,5.340,5.376,5.423,17410.35,16222.64,14361.45,0.76
2011-12-19,5.410,5.720,5.700,5.390,30830.40,4.40,5.378,5.416,5.429,20195.09,18162.81,15366.65,0.97
2011-12-20,5.630,5.750,5.640,5.570,27321.92,-1.05,5.442,5.448,5.429,21654.47,19939.42,16051.08,0.86
2011-12-21,5.650,5.970,5.710,5.630,109453.53,1.24,5.534,5.475,5.438,40979.93,29022.55,20913.88,3.46
2011-12-22,5.720,6.100,6.020,5.450,117184.88,5.43,5.706,5.533,5.465,61781.84,39500.32,26181.67,3.70
2011-12-23,5.950,6.280,6.090,5.910,189836.64,1.16,5.832,5.586,5.500,94925.47,56167.91,35217.10,6.00
2011-12-26,6.040,6.080,5.910,5.880,46347.59,-2.96,5.874,5.626,5.523,98028.91,59112.00,37132.97,1.47
2011-12-27,5.880,5.960,5.870,5.810,35532.74,-0.68,5.920,5.681,5.538,99671.08,60662.77,38242.73,1.12
2011-12-28,5.850,6.050,6.020,5.730,61578.13,2.56,5.982,5.758,5.574,90096.00,65537.96,40368.33,1.95
2011-12-29,5.970,6.020,5.870,5.830,33155.43,-2.49,5.952,5.829,5.597,73290.11,67535.97,41204.78,1.05
2011-12-30,5.870,5.990,5.880,5.820,34016.00,0.17,5.910,5.871,5.624,42125.98,68525.73,42374.18,1.08
2012-01-04,5.920,6.070,6.010,5.830,103801.99,2.21,5.930,5.902,5.659,53616.86,75822.89,46992.85,3.28
2012-01-05,5.960,6.110,5.990,5.840,79260.58,-0.33,5.954,5.937,5.693,62362.43,81016.75,50478.09,2.51
2012-01-06,6.000,6.080,5.960,5.800,68911.17,-0.50,5.942,5.962,5.719,63829.03,76962.52,52992.53,2.18
2012-01-09,5.960,6.540,6.400,5.900,212336.50,7.38,6.048,6.000,5.767,99665.25,86477.68,62989.00,6.71
2012-01-10,6.340,6.410,6.300,6.260,202885.73,-1.56,6.132,6.021,5.804,133439.19,87782.59,71975.25,6.41
2012-01-11,6.240,6.290,6.050,5.980,214993.45,-3.97,6.140,6.035,5.831,155677.49,104647.17,81879.59,6.80
2012-01-12,5.950,6.120,5.920,5.890,134966.11,-2.15,6.126,6.040,5.861,166818.59,114590.51,87626.64,4.27
2012-01-13,5.920,6.060,5.870,5.820,92265.92,-0.84,6.108,6.025,5.892,171489.54,117659.29,91598.62,2.92
2012-01-16,5.920,6.080,5.500,5.480,89162.85,-6.30,5.928,5.988,5.909,146854.81,123260.03,95398.00,2.82
2012-01-17,5.310,5.650,5.550,4.950,172356.73,0.91,5.778,5.955,5.913,140749.01,137094.10,102809.91,5.45
2012-01-18,5.410,5.470,5.260,5.230,95552.81,-5.22,5.620,5.880,5.891,116860.88,136269.19,106046.03,3.02
2012-01-19,5.230,5.290,5.180,5.120,58399.60,-1.52,5.472,5.799,5.868,101547.58,134183.09,107599.92,1.85
2012-01-20,5.230,5.270,5.250,5.190,31209.71,1.35,5.348,5.728,5.845,89336.34,130412.94,103687.73,0.99
2012-01-30,5.270,5.300,5.220,5.220,26027.69,-0.57,5.292,5.610,5.805,76709.31,111782.06,99129.87,0.82
2012-01-31,5.220,5.240,5.180,5.110,21141.91,-0.77,5.218,5.498,5.760,46466.34,93607.68,90695.13,0.67
2012-02-01,5.180,5.250,5.240,5.150,28522.33,1.16,5.214,5.417,5.726,33060.25,74960.57,89803.87,0.90
2012-02-02,5.250,5.290,5.280,5.210,29085.15,0.76,5.234,5.353,5.697,27197.36,64372.47,89481.49,0.92
2012-02-03,5.280,5.360,5.340,5.280,44411.82,1.14,5.252,5.300,5.663,29837.78,59587.06,88623.17,1.40
2012-02-06,5.340,5.580,5.450,5.310,82759.14,2.06,5.298,5.295,5.642,41184.07,58946.69,91103.36,2.62
2012-02-07,5.380,5.430,5.310,5.280,44497.97,-2.57,5.324,5.271,5.613,45855.28,46160.81,91627.46,1.41
2012-02-08,5.270,5.400,5.400,5.270,44057.46,1.70,5.356,5.285,5.583,48962.31,41011.28,88640.23,1.39
2012-02-09,5.420,5.480,5.410,5.380,49940.65,0.18,5.382,5.308,5.554,53133.41,40165.38,87174.24,1.58
2012-02-10,5.400,5.490,5.450,5.390,51474.73,0.74,5.404,5.328,5.528,54545.99,42191.89,86302.41,1.63
2012-02-13,5.440,5.480,5.450,5.370,47147.17,0.00,5.404,5.351,5.481,47423.60,44303.83,78042.95,1.49
2012-02-14,5.450,5.520,5.500,5.430,47672.43,0.92,5.442,5.383,5.441,48058.49,46956.89,70282.28,1.51
2012-02-15,5.560,5.600,5.580,5.500,72192.46,1.46,5.478,5.417,5.417,53685.49,51323.90,63142.23,2.28
2012-02-16,5.550,5.630,5.520,5.470,58040.99,-1.07,5.500,5.441,5.397,55305.56,54219.48,59295.98,1.83
2012-02-17,5.530,5.580,5.480,5.440,29991.04,-0.72,5.506,5.455,5.378,51008.82,52777.40,56182.23,0.95
2012-02-20,5.530,5.590,5.500,5.500,44053.00,0.36,5.516,5.460,5.378,50389.98,48906.79,53926.74,1.39
2012-02-21,5.500,5.540,5.520,5.430,35260.29,0.36,5.520,5.481,5.376,47907.56,47983.02,47071.92,1.11
2012-02-22,5.490,5.600,5.590,5.490,51352.03,1.27,5.522,5.500,5.393,43739.47,48712.48,44861.88,1.62
2012-02-23,5.590,5.630,5.590,5.550,45778.99,0.00,5.536,5.518,5.413,41287.07,48296.31,44230.85,1.45
2012-02-24,5.610,5.700,5.690,5.580,70117.60,1.79,5.578,5.542,5.435,49312.38,50160.60,46176.24,2.22
2012-02-27,5.700,5.800,5.730,5.700,84064.28,0.70,5.624,5.570,5.461,57314.64,53852.31,49078.07,2.66
2012-02-28,5.690,5.760,5.700,5.580,58563.36,-0.52,5.660,5.590,5.487,61975.25,54941.40,50949.14,1.85
2012-02-29,5.680,5.770,5.640,5.610,32990.43,-1.05,5.670,5.596,5.507,58302.93,51021.20,51172.55,1.04
2012-03-01,5.610,5.720,5.650,5.590,30767.85,0.18,5.682,5.609,5.525,55300.70,48293.89,51256.68,0.97
2012-03-02,5.650,5.770,5.760,5.650,41874.98,1.95,5.696,5.637,5.546,49652.18,49482.28,51129.84,1.32
2012-03-05,5.760,5.810,5.720,5.700,39513.90,-0.69,5.694,5.659,5.560,40742.10,49028.37,48967.58,1.25
2012-03-06,5.700,5.740,5.710,5.610,38895.01,-0.17,5.696,5.678,5.580,36808.43,49391.84,48687.43,1.23
2012-03-07,5.670,5.790,5.720,5.610,40604.01,0.17,5.712,5.691,5.596,38331.15,48317.04,48514.76,1.28
2012-03-08,5.720,5.820,5.780,5.720,41889.45,1.05,5.738,5.710,5.614,40555.47,47928.09,48112.20,1.32
2012-03-09,5.810,5.880,5.830,5.790,45563.39,0.86,5.752,5.724,5.633,41293.15,45472.67,47816.63,1.44
2012-03-12,5.860,5.860,5.830,5.770,31018.20,0.00,5.774,5.734,5.652,39594.01,40168.06,47010.18,0.98
2012-03-13,5.800,5.850,5.840,5.760,28672.59,0.17,5.800,5.748,5.669,37549.53,37178.98,46060.19,0.91
2012-03-14,5.850,5.880,5.500,5.470,68855.47,-5.82,5.756,5.734,5.665,43199.82,40765.49,45893.34,2.18
2012-03-15,5.510,5.560,5.330,5.290,43757.13,-3.09,5.666,5.702,5.656,43573.36,42064.41,45179.15,1.38
2012-03-16,5.340,5.440,5.440,5.330,35544.34,2.06,5.588,5.670,5.654,41569.55,41431.35,45456.82,1.12
2012-03-19,5.450,5.520,5.510,5.400,26731.32,1.29,5.524,5.649,5.654,40712.17,40153.09,44590.73,0.85
2012-03-20,5.510,5.540,5.380,5.370,30802.23,-2.36,5.432,5.616,5.647,41138.10,39343.81,44367.83,0.97
2012-03-21,5.400,5.470,5.470,5.340,24480.95,1.67,5.426,5.591,5.641,32263.19,37731.51,43024.27,0.77
2012-03-22,5.470,5.470,5.430,5.380,20671.40,-0.73,5.446,5.556,5.633,27646.05,35609.70,41768.89,0.65
2012-03-23,5.420,5.450,5.380,5.340,18140.88,-0.92,5.434,5.511,5.618,24165.36,32867.45,39170.06,0.57
2012-03-26,5.350,5.370,5.340,5.300,14641.45,-0.74,5.400,5.462,5.598,21747.38,31229.78,35698.92,0.46
2012-03-27,5.380,5.380,5.310,5.290,14210.65,-0.56,5.386,5.409,5.579,18429.07,29783.58,33481.28,0.45
2012-03-28,5.300,5.310,5.090,5.060,27540.88,-4.14,5.310,5.368,5.551,19041.05,25652.12,33208.80,0.87
2012-03-29,5.090,5.130,5.030,5.020,19203.92,-1.18,5.230,5.338,5.520,18747.56,23196.80,32630.61,0.61
2012-03-30,5.060,5.110,5.080,5.040,13759.60,0.99,5.170,5.302,5.486,17871.30,21018.33,31224.84,0.44
2012-04-05,5.100,5.210,5.190,5.080,18393.57,2.17,5.140,5.270,5.460,18621.72,20184.55,30168.82,0.58
2012-04-06,5.200,5.240,5.200,5.160,17618.56,0.19,5.118,5.252,5.434,19303.31,18866.19,29105.00,0.56
2012-04-09,5.200,5.240,5.140,5.000,13289.99,-1.15,5.128,5.219,5.405,16453.13,17747.09,27739.30,0.42
2012-04-10,5.100,5.200,5.200,5.070,18430.36,1.17,5.162,5.196,5.376,16298.42,17522.99,26566.34,0.58
2012-04-11,5.190,5.290,5.250,5.130,21966.70,0.96,5.196,5.183,5.347,17939.84,17905.57,25386.51,0.69
2012-04-12,5.250,5.340,5.340,5.230,32298.16,1.71,5.226,5.183,5.323,20720.75,19671.24,25450.51,1.02
2012-04-13,5.350,5.870,5.870,5.330,301823.34,9.93,5.360,5.239,5.324,77561.71,48432.51,39108.04,9.54
2012-04-16,5.750,6.060,5.880,5.710,299957.34,0.17,5.508,5.318,5.343,134895.18,75674.15,50663.14,9.48
2012-04-17,5.850,6.200,5.730,5.670,192926.09,-2.55,5.614,5.388,5.363,169794.33,93046.37,58121.59,6.10
2012-04-18,5.700,5.880,5.800,5.580,133162.09,1.22,5.724,5.460,5.381,192033.40,104986.62,63002.47,4.21
2012-04-19,5.750,5.800,5.700,5.610,87931.52,-1.72,5.796,5.511,5.391,203160.08,111940.42,66062.48,2.78
2012-04-20,5.660,6.190,5.930,5.650,172160.53,4.04,5.808,5.584,5.418,177227.51,127394.61,73130.40,5.44
2012-04-23,5.910,6.130,6.050,5.840,157040.39,2.02,5.842,5.675,5.447,148644.12,141769.65,79758.37,4.96
2012-04-24,5.970,6.350,6.270,5.870,217055.30,3.64,5.950,5.782,5.489,153469.97,161632.15,89577.57,6.86
2012-04-25,6.230,6.900,6.560,6.130,300921.88,4.62,6.102,5.913,5.548,187021.92,189527.66,103716.62,9.51
2012-04-26,6.500,6.600,6.450,6.320,134920.84,-1.68,6.252,6.024,5.604,196419.79,199789.93,109730.59,4.27
2012-04-27,6.350,6.350,5.960,5.940,159756.27,-7.60,6.258,6.033,5.636,193938.94,185583.23,117007.87,5.05
2012-05-02,6.040,6.140,6.050,5.920,103182.96,1.51,6.258,6.050,5.684,183167.45,165905.79,120789.97,3.26
2012-05-03,6.040,6.180,6.110,6.010,74409.62,0.99,6.226,6.088,5.738,154638.31,154054.14,123550.26,2.35
2012-05-04,6.070,6.110,6.000,5.930,70492.06,-1.80,6.114,6.108,5.784,108552.35,147787.14,126386.88,2.23
2012-05-07,5.950,6.230,6.200,5.870,98564.28,3.33,6.064,6.158,5.835,101281.04,148850.41,130395.41,3.12
2012-05-08,6.200,6.260,6.080,6.030,89661.58,-1.94,6.088,6.173,5.879,87262.10,140600.52,133997.57,2.83
2012-05-09,6.030,6.690,6.580,5.960,347563.25,8.22,6.194,6.226,5.951,136138.16,159652.80,150711.23,10.99
2012-05-10,6.400,6.470,6.380,6.270,151066.73,-3.04,6.248,6.237,6.010,151469.58,153053.95,157343.05,4.78
2012-05-11,6.310,6.530,6.370,6.260,96071.40,-0.16,6.322,6.218,6.066,156585.45,132568.90,161048.28,3.04
2012-05-14,6.410,6.430,6.370,6.290,76846.68,0.00,6.356,6.210,6.117,152241.93,126761.48,163275.71,2.43
2012-05-15,6.310,6.370,6.330,6.190,70661.62,-0.63,6.406,6.247,6.140,148441.94,117852.02,151717.62,2.23
2012-05-16,6.300,6.550,6.380,6.270,116457.58,0.79,6.366,6.280,6.165,102220.80,119179.48,142542.63,3.68
2012-05-17,6.360,6.700,6.480,6.350,177565.66,1.57,6.386,6.317,6.203,107520.59,129495.08,141774.61,5.61
2012-05-18,6.400,6.480,6.340,6.200,127585.64,-2.16,6.380,6.351,6.230,113823.44,135204.44,141495.79,4.03
2012-05-21,6.320,6.340,6.100,6.050,72068.44,-3.79,6.326,6.341,6.250,112867.79,132554.86,140702.64,2.28
2012-05-22,6.110,6.230,6.140,6.070,39881.83,0.66,6.288,6.347,6.260,106711.83,127576.88,134088.70,1.26
2012-05-23,6.140,6.160,6.160,6.070,36756.53,0.33,6.244,6.305,6.266,90771.62,96496.21,128074.51,1.16
2012-05-24,6.130,6.210,6.100,6.090,40584.74,-0.97,6.168,6.277,6.257,63375.44,85448.01,119250.98,1.28
2012-05-25,6.100,6.140,5.930,5.910,51466.68,-2.79,6.086,6.233,6.226,48151.64,80987.54,106778.22,1.63
2012-05-28,5.890,5.990,5.970,5.770,36570.69,0.68,6.060,6.193,6.202,41052.09,76959.94,101860.71,1.16
2012-05-30,6.030,6.160,6.010,5.980,63004.23,0.67,6.034,6.161,6.204,45676.57,76194.20,97023.11,1.99
2012-05-31,6.000,6.050,5.920,5.900,45214.42,-1.50,5.986,6.115,6.198,47368.15,69069.89,94124.68,1.43
2012-06-01,5.920,6.010,5.950,5.900,26881.01,0.51,5.956,6.062,6.190,44627.41,54001.42,91748.25,0.85
2012-06-04,5.880,5.880,5.670,5.660,39945.81,-4.71,5.904,5.995,6.173,42323.23,45237.44,90220.94,1.26
2012-06-05,5.730,5.770,5.620,5.610,26928.13,-0.88,5.834,5.947,6.144,40394.72,40723.41,86639.13,0.85
2012-06-06,5.640,5.710,5.650,5.600,20260.98,0.53,5.762,5.898,6.123,31846.07,38761.32,83169.10,0.64
2012-06-07,5.720,5.900,5.780,5.690,45930.85,2.30,5.734,5.860,6.083,31989.36,39678.75,68087.48,1.45
2012-06-08,5.840,5.880,5.690,5.660,24833.52,-1.56,5.682,5.819,6.048,31579.86,38103.63,61775.82,0.79
2012-06-11,5.720,5.850,5.840,5.670,24975.27,2.64,5.716,5.810,6.022,28585.75,35454.49,58221.02,0.79
2012-06-12,5.800,5.900,5.840,5.760,26802.78,0.00,5.760,5.797,5.995,28560.68,34477.70,55718.82,0.85
2012-06-13,5.910,6.020,6.010,5.850,48279.69,2.91,5.832,5.797,5.979,34164.42,33005.25,54599.72,1.53
2012-06-14,5.950,6.030,5.900,5.890,33291.68,-1.83,5.856,5.795,5.955,31636.59,31812.97,50441.43,1.05
2012-06-15,5.910,6.030,6.020,5.830,42255.36,2.03,5.922,5.802,5.932,35120.96,33350.41,43675.91,1.34
2012-06-18,6.030,6.050,5.980,5.960,42987.18,-0.66,5.950,5.833,5.914,38723.34,33654.54,39445.99,1.36
2012-06-19,5.980,5.980,5.790,5.780,41588.43,-3.18,5.940,5.850,5.899,41680.47,35120.57,37921.99,1.31
2012-06-20,5.830,5.840,5.720,5.700,22726.99,-1.21,5.882,5.857,5.878,36569.93,35367.18,37064.25,0.72
2012-06-21,5.700,5.700,5.650,5.620,19829.34,-1.22,5.832,5.844,5.852,33877.46,32757.02,36217.89,0.63
2012-06-25,5.630,5.690,5.550,5.510,18358.65,-1.77,5.738,5.830,5.825,29098.12,32109.54,35106.58,0.58
2012-06-26,5.550,5.560,5.550,5.440,17991.35,0.00,5.652,5.801,5.806,24098.95,31411.14,33432.82,0.57
2012-06-27,5.550,5.570,5.450,5.450,19230.70,-1.80,5.584,5.762,5.780,19627.41,30653.94,32565.82,0.61
2012-06-28,5.470,5.540,5.400,5.400,17058.20,-0.92,5.520,5.701,5.749,18493.65,27531.79,30268.52,0.54
2012-06-29,5.400,5.560,5.520,5.350,20992.90,2.22,5.494,5.663,5.729,18726.36,26301.91,29057.44,0.66
2012-07-02,5.580,5.580,5.520,5.480,14990.13,0.00,5.488,5.613,5.708,18052.66,23575.39,28462.90,0.47
2012-07-03,5.480,5.560,5.490,5.470,17722.36,-0.54,5.476,5.564,5.699,17998.86,21048.90,27351.72,0.56
2012-07-04,5.530,5.550,5.410,5.390,17941.83,-1.46,5.468,5.526,5.688,17741.08,18684.25,26902.41,0.57
2012-07-05,5.410,5.410,5.210,5.190,19441.20,-3.70,5.430,5.475,5.666,18217.68,18355.67,26861.42,0.61
2012-07-06,5.250,5.320,5.300,5.170,14217.53,1.73,5.386,5.440,5.642,16862.61,17794.49,25275.75,0.45
2012-07-09,5.270,5.320,5.130,5.110,16006.13,-3.21,5.308,5.398,5.614,17065.81,17559.23,24834.39,0.51
2012-07-10,5.130,5.170,5.080,5.070,11560.34,-0.97,5.226,5.351,5.576,15833.41,16916.13,24163.64,0.37
2012-07-11,5.080,5.170,5.160,5.070,12350.81,1.57,5.176,5.322,5.542,14715.20,16228.14,23441.04,0.39
2012-07-12,5.160,5.260,5.230,5.140,18470.50,1.36,5.180,5.305,5.503,14521.06,16369.37,21950.58,0.58
2012-07-13,5.240,5.250,5.130,5.100,19330.35,-1.91,5.146,5.266,5.465,15543.63,16203.12,21252.51,0.61
2012-07-16,5.170,5.170,4.860,4.860,28442.54,-5.26,5.092,5.200,5.407,18030.91,17548.36,20561.87,0.90
2012-07-17,4.860,4.950,4.870,4.800,17943.03,0.21,5.050,5.138,5.351,19307.45,17570.43,19309.67,0.57
2012-07-18,4.890,4.970,4.960,4.850,18686.07,1.85,5.010,5.093,5.310,20574.50,17644.85,18164.55,0.59
2012-07-19,4.950,5.300,5.190,4.930,38716.46,4.64,5.002,5.091,5.283,24623.69,19572.38,18964.02,1.22
2012-07-20,5.140,5.200,5.160,5.110,21021.79,-0.58,5.008,5.077,5.259,24961.98,20252.80,19023.64,0.66
2012-07-23,5.120,5.670,5.290,5.010,63147.88,2.52,5.094,5.093,5.246,31903.05,24966.98,21263.11,2.00
2012-07-24,5.180,5.340,5.220,5.120,34238.19,-1.32,5.164,5.107,5.229,35162.08,27234.76,22075.45,1.08
2012-07-25,5.170,5.250,5.120,5.090,20036.55,-1.92,5.196,5.103,5.213,35432.17,28003.34,22115.74,0.63
2012-07-26,5.090,5.190,5.040,5.020,14502.70,-1.56,5.166,5.084,5.195,30589.42,27606.56,21987.96,0.46
2012-07-27,5.040,5.120,5.070,5.020,12949.53,0.59,5.148,5.078,5.172,28974.97,26968.47,21585.80,0.41
2012-07-30,5.070,5.110,4.950,4.930,14862.99,-2.37,5.080,5.087,5.144,19317.99,25610.52,21579.44,0.47
2012-07-31,4.880,4.980,4.900,4.870,10003.83,-1.01,5.016,5.090,5.114,14471.12,24816.60,21193.51,0.32
2012-08-01,4.920,5.080,5.040,4.910,18415.81,2.86,5.000,5.098,5.096,14146.97,24789.57,21217.21,0.58
2012-08-02,5.010,5.050,4.930,4.890,15175.79,-2.18,4.978,5.072,5.082,14281.59,22435.51,21003.94,0.48
2012-08-03,4.950,5.060,5.060,4.930,13849.96,2.64,4.976,5.062,5.070,14461.68,21718.32,20985.56,0.44
